10 string:name integer:age float:height boolean:male
923 fidsdhvlbmmyrvpnvafi 55595 8.60135 True
918 tdfdcaytlhfeduflorxa 83114 2.38639 False
770 oyftmaamvzerejyagasy 39950 89.73609 False
583 jixbyicdmpydjsqltccw 63918 57.27956 True
889 lbcblfppaalkvblkzwta 40248 5.19986 True
375 pujbxyxtcyeuqsfnpuqd 62382 24.82462 False
361 gvhxlvoebzkcvkmystnj 68448 73.46404 True
957 ahpgljxeeanibgxketxj 16130 87.4399 True
522 vtasrzjqsovyutjolxqy 2987 65.32601 True
861 rmjsgetyrvjijlgpxssy 98813 19.44722 False
862 ncunlsajvnhxtpvrfbyk 84451 30.30816 False
387 dzahkqzsfizzdkgkcvtz 54934 67.68833 True
223 mvesopzqlyyhikcdhytd 93311 25.14997 False
377 csuspcxkunpqajayjvee 741 16.91795 True
888 tuzldxymgktcrxlsnmfd 78805 10.61161 True
151 nlcrgjtdskaokmioljwx 97656 94.6908 False
772 epbtxindsjywxpjzclfe 24732 99.50371 True
525 exigomfvwzkffzlbpswo 88712 30.45724 False
110 iejjebmjusshtwydzevj 22428 25.58872 True
663 mlrwtsefsxglxgdebysw 46464 31.89997 True
913 dmwmiaulfakqnyqgtlja 61563 21.8051 True
152 hqontsysmfionicamnjb 59841 89.73945 True
594 jevlbqrywmumdpiddplh 60710 65.61402 False
575 pfcrhavnuapawykgzbtz 14440 38.53199 False
486 jdywkbdzuiizdtwitqfz 82481 85.12707 False
579 yaryiymkpyeklmlcnfvd 95761 16.21172 False
752 jlqzueabqtultovmgpuk 3289 1.20244 True
423 khdqhlrlsbtqdhhundja 11922 25.51512 False
123 uxmfjkxoukoppdyteubz 62106 13.95733 False
394 igmuruzwbsinumsozlcv 76143 11.27676 False
413 uvrsyhcshgamdiwktyjz 35596 37.5277 True
292 vasgheqrgmckrquthqft 86286 51.55314 False
